GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "10220","Ada, OK (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",140675,157586,136027,113507,120433,127560,134504,142267,122913,123814,126151,132182,146358,157368,198006,228293,254492,260324,269852,252514,265969
 "10220","Ada, OK (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",177165,205420,178176,173200,213034,213510,260751,(D),235192,268114,263243,237234,241195,269710,236075,245296,257466,291040,299682,(D),(D)
 "10220","Ada, OK (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",431924,460874,482572,498877,536164,570117,595268,(D),625253,652334,713020,733526,725166,751573,811113,868010,919949,947315,988524,(D),(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",2189416,2327555,2496837,2507388,2560971,2570327,2552463,2432135,2267201,2408284,2517637,2561743,2621062,2653544,2831471,2941433,3009708,3236930,3094495,3104319,3450312
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",1888861,2011254,2180404,2172920,2210697,2211491,2187113,2054185,1892021,2032969,2157241,2208926,2265355,2293081,2455820,2570877,2638458,2859787,2705767,2704049,3039938
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",41239,18531,123577,89783,71276,63595,73836,30019,(D),55566,107168,45653,53000,43130,68553,90449,(D),(D),8971,61175,114142
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",2871,4069,4477,4844,5687,4995,5285,3553,3495,3945,10796,9220,9697,8214,1263,881,1030,673,504,1083,(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",8640,8599,8540,9167,(D),10228,10237,10760,11205,11406,11785,12273,12275,12509,12826,14773,(D),(D),17146,17622,(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",114217,118074,117798,120536,115632,115987,106930,76180,65810,63556,57023,86392,85074,82643,83425,87871,99504,106454,98891,90731,104291
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",665860,741652,765082,724143,725245,701661,685180,631634,516375,595795,658255,692103,723533,705614,770905,819337,1012044,1128760,1073498,1090587,1194710
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",544550,583586,575985,522425,551386,523118,503679,467831,368208,437858,499735,527116,542745,538144,585301,619272,788505,895992,811839,802555,881317
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",121310,158065,189097,201718,173859,178544,181501,163803,148167,157937,158519,164987,180788,167470,185604,200065,223539,232768,261659,288032,313393
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",39277,41247,48532,56289,67721,72440,80318,79989,65143,62614,67035,76700,97311,112482,103337,95329,86729,92421,95957,90675,121158
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",214620,214722,221036,207173,209841,204951,191945,191771,195743,206086,204438,206898,207523,206236,195351,194893,192584,191293,194249,192185,230103
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",14493,16111,16776,23486,26509,29346,(D),(D),(D),27207,26404,(D),31025,33438,36790,39217,39860,44592,47618,43783,(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",23551,24727,27368,32396,33587,32036,31902,31789,30810,30297,28881,28664,30492,29282,31369,33928,33400,36809,38102,44112,46235
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",391751,429375,430784,459497,485080,500722,481731,467358,454113,466330,481358,502521,511814,547336,621561,654165,565582,587588,573887,585962,582426
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",97770,122955,119902,122504,133158,141953,118577,86037,100865,115590,122902,142271,144400,188456,255571,186638,137660,117816,124309,135306,139722
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",293981,306420,310882,336994,351922,358769,363154,381321,353248,350740,358455,360250,367414,358880,365990,467527,427922,469772,449578,450656,442704
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",96219,104081,126419,144529,(D),134883,(D),(D),137474,144554,138559,(D),133410,131283,131847,125649,130411,130576,128262,92696,106728
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",42941,(D),(D),(D),(D),41044,(D),(D),45226,(D),(D),(D),45507,42649,45529,46408,47352,45018,47008,41329,46578
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",1667,(D),(D),(D),(D),26642,(D),(D),27874,(D),(D),(D),26022,22727,23475,25959,30208,30325,28243,11756,13876
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",51611,49845,72866,69394,77334,67197,64741,65622,64374,63576,58298,60916,61882,65908,62843,53282,52851,55232,53010,39611,46274
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",152216,159490,159015,166612,173730,193278,200881,213516,222509,223132,223521,226425,222263,231398,245116,255814,250075,261360,257597,249307,299378
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",26250,28549,31717,35610,35596,38809,41844,44132,52238,57173,60239,65336,65375,67021,67616,69438,67969,69133,71000,63952,70290
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",125966,130940,127298,131001,138134,154470,159037,169384,170271,165960,163283,161090,156889,164377,177500,186376,182106,192227,186596,185354,229088
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",62710,64464,64441,66979,69906,73969,84038,82957,82105,79875,81084,86732,84267,82674,84304,87645,88467,90159,89872,67193,87507
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",14008,14145,15016,15934,18300,18108,16775,16173,17330,16670,15406,15858,16178,16639,17189,17756,18159,19202,19346,13579,17631
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",48702,50319,49425,51045,51605,55861,67263,66784,64776,63204,65678,70874,68089,66035,67115,69889,70308,70957,70526,53613,69876
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",61196,66112,66561,67488,71486,73400,70134,64693,63178,62605,60934,62500,63671,66841,69173,70926,74563,77608,81214,76938,83507
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",300555,316301,316433,334467,350274,358837,365350,377950,375180,375315,360396,352817,355707,360462,375651,370557,371250,377143,388728,400271,410374
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",44110,22600,128054,94627,76962,68589,79121,33572,(D),59511,117964,54872,62697,51344,69816,91330,(D),(D),9475,62258,(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",253897,255969,269568,263462,277562,277391,272262,271760,260886,268700,271473,283598,304834,318718,298688,290223,279313,283714,290205,282860,351261
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",23134,24710,25316,32653,(D),39574,(D),(D),(D),38614,38189,(D),43300,45947,49616,53990,(D),(D),64765,61405,(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",689411,766379,792449,756539,758833,733697,717082,663423,547186,626093,687136,720767,754025,734896,802274,853265,1045444,1165569,1111599,1134700,1240944
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",824188,882326,1010934,939306,917840,886238,871231,741386,(D),718862,833242,833367,871304,839600,924146,998538,(D),(D),1181864,1243576,(D)
 "10300","Adrian, MI (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",1064673,1128928,1169471,1233615,1292858,1325253,1315882,1312799,(D),1314107,1323999,1375559,1394051,1453481,1531674,1572339,(D),(D),1523903,1460473,(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,1,"...","All industry total ","Thousands of dollars",1529467,1668887,1748498,1864679,1936595,2052919,2110353,2164613,2238632,2487132,2598307,2607682,2596776,2577077,2607331,2664364,2657011,2756798,2808208,2892999,3122438
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,2,"..."," Private industries ","Thousands of dollars",583494,644913,677447,727697,760848,811976,817238,863855,913876,979838,1011660,1032818,1026657,1036143,1086765,1085487,1064634,1121151,1132025,1172513,1260834
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",16942,34320,24183,23621,29476,28965,23567,8943,28904,23538,18830,5915,10112,19204,16143,14293,11103,10358,10595,(D),11567
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",487,438,811,1000,981,1321,401,524,484,426,570,3784,5194,6290,5017,4045,6138,6180,5651,6488,(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,10,"22","  Utilities ","Thousands of dollars",3619,3824,3384,3612,4100,6673,4469,4635,8006,8512,9690,9223,9416,10732,10846,11570,11097,11405,12465,(D),(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,11,"23","  Construction ","Thousands of dollars",46297,47673,79796,94556,86305,81489,68458,74539,83926,89314,83931,76897,73774,72585,73056,74759,73783,72829,75781,75594,84603
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,12,"31-33","  Manufacturing ","Thousands of dollars",15528,17920,11141,14071,15060,17990,17100,14720,14054,12996,10113,10977,11857,12078,9762,7132,5253,5586,5882,8678,8738
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",13864,15728,8975,9566,9333,(D),10720,(D),(D),7536,6729,(D),7681,8909,6841,4651,3302,3526,4111,6722,6742
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,25,"311-316,322-326","   Nondurable goods manufacturing ","Thousands of dollars",1664,2191,2166,4505,5728,(D),6380,(D),(D),5460,3384,(D),4177,3169,2921,2481,1950,2060,1771,1956,1995
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,34,"42","  Wholesale trade ","Thousands of dollars",8409,8221,9404,11234,11040,11911,11453,15076,14733,18273,21652,24646,23968,21081,21003,18652,14818,15009,15897,14968,14590
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,35,"44-45","  Retail trade ","Thousands of dollars",81609,87701,91728,86552,85615,86926,92958,94663,97439,96570,96638,100387,103043,107377,112739,118462,115342,116144,119527,133303,152068
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,36,"48-49","  Transportation and warehousing ","Thousands of dollars",29330,33510,35008,38772,34743,35359,36620,33089,28237,30158,24528,23734,24671,24539,25124,26330,29551,36206,38068,39441,41194
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,45,"51","  Information ","Thousands of dollars",20416,19694,21003,22169,22499,24737,26944,31106,36323,37016,35195,29587,30997,30998,35693,37004,38813,37691,37605,38299,40523
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,50,"52, 53","  Finance, insurance, real estate, rental, and leasing ","Thousands of dollars",167263,188171,186783,197765,223086,251728,250090,275647,264537,298579,329063,354560,344524,335462,374542,352838,336729,361019,333952,317737,310059
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,51,"52","   Finance and insurance ","Thousands of dollars",25541,32802,30259,30778,32307,31529,29678,28434,27266,26947,29314,32278,30096,35081,35608,36638,37373,40908,39727,43475,46246
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,56,"53","   Real estate and rental and leasing ","Thousands of dollars",141723,155369,156525,166987,190779,220199,220412,247213,237271,271632,299750,322282,314429,300381,338934,316200,299356,320110,294225,274262,263813
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,59,"54, 55, 56","  Professional and business services ","Thousands of dollars",77291,78447,80112,85144,90156,94442,104182,117980,126866,135955,139140,133829,147026,147994,147792,147006,141384,142405,143479,(D),194980
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,60,"54","   Professional, scientific, and technical services ","Thousands of dollars",36597,39180,39360,43751,47543,49859,52207,57939,65396,68507,68362,(D),71265,69827,66870,56636,57521,57230,57031,57172,65004
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,64,"55","   Management of companies and enterprises ","Thousands of dollars",7392,7601,5421,1973,1906,1820,1281,1224,(D),(D),(D),(D),4052,4298,3989,4784,4818,5100,2439,(D),4432
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,65,"56","   Administrative and support and waste management and remediation services ","Thousands of dollars",33303,31666,35330,39420,40707,42764,50694,58817,(D),(D),(D),68661,71709,73869,76933,85586,79046,80075,84009,113112,125544
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,68,"61, 62","  Educational services, health care, and social assistance ","Thousands of dollars",65219,71786,78467,84046,90668,99149,105174,115486,125161,143946,154696,167102,152202,156411,163064,177454,185499,208501,228324,241480,262523
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,69,"61","   Educational services ","Thousands of dollars",4571,2539,2920,2893,2397,2514,2480,2821,3385,8921,11439,20800,8489,5355,5145,8100,12046,17429,23522,38415,46311
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,70,"62","   Health care and social assistance ","Thousands of dollars",60648,69247,75547,81153,88271,96634,102694,112665,121777,135024,143257,146302,143713,151056,157919,169354,173453,191072,204802,203065,216211
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,75,"71, 72","  Arts, entertainment, recreation, accommodation, and food services ","Thousands of dollars",26931,26585,28337,33631,35281,36085,39198,39554,47398,46189,46638,48271,48327,49263,52520,54975,52921,53349,56592,53765,(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,76,"71","   Arts, entertainment, and recreation ","Thousands of dollars",1558,1585,1500,1326,1016,1387,2192,1897,1873,1833,1615,1575,1762,1899,1905,2565,2746,3004,4427,2761,(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,79,"72","   Accommodation and food services ","Thousands of dollars",25372,25001,26837,32304,34265,34699,37006,37657,45525,44356,45023,46696,46565,47364,50615,52410,50174,50345,52165,51004,65798
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,82,"81","  Other services (except government and government enterprises) ","Thousands of dollars",24154,26624,27291,31524,31837,35201,36623,37893,37809,38367,40976,43905,41546,42131,39465,40968,42203,44469,48208,46980,49372
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,83,"...","Government and government enterprises ","Thousands of dollars",945974,1023974,1071052,1136982,1175748,1240943,1293116,1300758,1324756,1507294,1586646,1574864,1570119,1540934,1520567,1578877,1592377,1635647,1676183,1720485,1861604
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,87,"11, 21","Natural resources and mining ","Thousands of dollars",17428,34757,24994,24620,30457,30286,23968,9467,29388,23963,19401,9699,15306,25493,21159,18339,17242,16538,16246,(D),(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,88,"42, 44-45","Trade ","Thousands of dollars",90017,95921,101132,97786,96655,98837,104411,109739,112172,114843,118290,125033,127011,128458,133743,137113,130159,131153,135424,148271,166658
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,89,"22, 48-49","Transportation and utilities ","Thousands of dollars",32949,37334,38392,42384,38843,42032,41089,37724,36243,38669,34218,32957,34087,35270,35969,37899,40648,47611,50532,(D),(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,90,"31-33, 51","Manufacturing and information ","Thousands of dollars",35944,37614,32144,36240,37559,42727,44045,45826,50376,50011,45308,40564,42854,43076,45455,44136,44065,43277,43487,46977,49261
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,91,"...","Private goods-producing industries 2/","Thousands of dollars",79254,100351,115931,133247,131823,129766,109527,98726,127367,126273,113444,97573,100937,110156,103978,100230,96277,94953,97910,(D),(D)
 "10460","Alamogordo, NM (Micropolitan Statistical Area)", ,CAGDP2,92,"...","Private services-providing industries 3/","Thousands of dollars",504240,544563,561516,594450,629025,682210,707711,765129,786509,853565,898216,935244,925720,925987,982787,985257,968357,1026198,1034116,(D),(D)
